Url,Incorrect,Correct,Suggestion,Label
punctuation-quiz-1-parentheses.html, I had the same experience last year (my story differs only in the details.), I had the same experience last year (my story differs only in the details).,"Alternatively, a complete parenthetical sentence, with the first word capitalized and a period following the last word, can follow the terminal punctuation of the previous sentence: “I had the same experience last year. (My story differs only in the details.)”",Punctuation -Parentheses
punctuation-quiz-1-parentheses.html," Steven Spielberg’s (Schindler’s List, Munich) latest film is a lighthearted one."," The latest film by Steven Spielberg (Schindler’s List, Munich) is a lighthearted one.","When parenthetically noting a person’s representative accomplishments, recast the sentence if the parenthesis follows the possessive form of the person’s name or a possessive pronoun.",Punctuation -Parentheses
punctuation-quiz-1-parentheses.html, He pitched for the team for five seasons (1994–1998)., He pitched for the team for five seasons (1994–1998).,This sentence was originally correct.,Punctuation -Parentheses
punctuation-quiz-1-parentheses.html," After locking the front door (Not that it mattered anymore), she hurried to the car."," After locking the front door (not that it mattered anymore), she hurried to the car.",Do not capitalize an incomplete sentence in parentheses.,Punctuation -Parentheses
punctuation-quiz-1-parentheses.html," This manual will show you how to fix 1) widgets, 2) gadgets, and 3) gizmos."," This manual will show you how to fix (1) widgets, (2) gadgets, and (3) gizmos.","When enumerating items in a run-in list, frame the numbers in a pair of parentheses rather than placing a closing parenthesis after the numbers.",Punctuation -Parentheses
punctuation-quiz-10-quotations.html," The saying, “All’s well that ends well,” is the title of a Shakespeare play.", The saying “All’s well that ends well” is the title of a Shakespeare play.,Setting an expression off from a framing sentence with commas incorrectly implies that the expression is the only one.,Punctuation -Quotations
punctuation-quiz-10-quotations.html," He only had this to say, “I have no use for it.”", He only had this to say: “I have no use for it.”,"When an attribution preceding a quotation consists of a complete statement, a colon should follow the attribution.",Punctuation -Quotations
punctuation-quiz-10-quotations.html, She said she meant that “The simplest solution is not always the best solution.”, She said she meant that “the simplest solution is not always the best solution.”,"Regardless of whether the original quotation consists of a full sentence, the partial paraphrase at the beginning of the sentence renders it a partial quotation, and the first letter of the first word in the original must be lowercased. (The change of case need not be indicated with brackets around the letter except in legal and similar contexts.)",Punctuation -Quotations
punctuation-quiz-10-quotations.html, Let me put it this way: “No.”, Let me put it this way: “No.”,"When a quotation is preceded by a complete introductory statement or by a phrase ending in thus or “as follows,” a colon, not a comma, should separate the two elements. This sentence is correct.",Punctuation -Quotations
punctuation-quiz-10-quotations.html," “Let the buyer beware,” was the lesson I learned.", “Let the buyer beware” was the lesson I learned.,"When a quotation is integrated into the sentence, rather than preceding or following an attribution, no intervening punctuation is required.",Punctuation -Quotations
punctuation-quiz-11-appositives.html," My friend, John, is coming over today.", My friend John is coming over today.,"Setting a name off from an appositive description implies that the name identifies the only member of the description’s category — in this case, that John is the writer’s only friend (unless the writer previously referred to a friend). “My friend is coming today” fails to name John, so the name cannot be omitted and therefore should not be set off by commas.",Punctuation -Appositives
punctuation-quiz-11-appositives.html," He was compared to WikiLeaks founder, Julian Assange, who has been provided asylum in the Ecuadorean Embassy in London."," He was compared to WikiLeaks founder Julian Assange, who has been provided asylum in the Ecuadorean Embassy in London.","Without Assange’s name, the sentence does not make sense, so it should not be set off by commas. However, in “He was compared to Julian Assange, founder of Wikileaks, who has been provided asylum in the Ecuadorean Embassy in London,” the phrase following the name is nonessential and is thus bracketed by commas.",Punctuation -Appositives
punctuation-quiz-11-appositives.html," The first mate, Smith, greeted the passenger."," The first mate, Smith, greeted the passenger.","A vessel has only one first mate, and “The first mate greeted the passenger” is valid because Smith is inserted as a convenience to provide readers with the name but is not essential to the statement. This sentence is correct.",Punctuation -Appositives
punctuation-quiz-11-appositives.html," A contrarian by nature, Jones, raised an objection before allowing her to finish her statement."," A contrarian by nature, Jones raised an objection before allowing her to finish her statement.","Jones should not be set off by two commas (though the first one correctly separates the subordinate clause and the main clause), because the sentence is flawed without the name.",Punctuation -Appositives
punctuation-quiz-11-appositives.html," It’s difficult to reconcile Johnson, the philanthropist, with Johnson, the embezzler.", It’s difficult to reconcile Johnson the philanthropist with Johnson the embezzler.,"Here, the context makes clear that the first Johnson and the second Johnson are two sides of the same person, and philanthropist and embezzler are integral to identifying the alter egos and should not be separated from the sentence by commas.",Punctuation -Appositives
punctuation-quiz-12-suspensive-hyphenation.html," For an eighteen or nineteen-year-old, it can just seem like old guys blowing hot air."," For an eighteen- or nineteen-year-old, it can just seem like old guys blowing hot air.","Eighteen, a truncated form of eighteen-year-old, requires a suspensive hyphen.",Punctuation -Suspensive Hyphenation
punctuation-quiz-12-suspensive-hyphenation.html, Cinder cones are formed by short eruptions of pea-to-walnut-sized lava rocks injected with gas and air., Cinder cones are formed by short eruptions of pea- to walnut-sized lava rocks injected with gas and air.,"The full form of the construction is “pea-sized to walnut-sized lava rocks,” so pea, though sized is correctly omitted, should not be hyphenated to to, and to should not be hyphenated to walnut.",Punctuation -Suspensive Hyphenation
punctuation-quiz-12-suspensive-hyphenation.html, The medication alleviates flu or cold-related symptoms., The medication alleviates flu- or cold-related symptoms.,"The medication alleviates flu-related symptoms, not flu, so flu needs a suspensive hyphen.",Punctuation -Suspensive Hyphenation
punctuation-quiz-12-suspensive-hyphenation.html, The best-seller follows the action and comedy-packed story of a fairy turned human boy., The best-seller follows the action- and comedy-packed story of a fairy turned human boy.,"The story is packed with action and packed with comedy, so action requires a suspensive hyphen.",Punctuation -Suspensive Hyphenation
punctuation-quiz-12-suspensive-hyphenation.html, Here’s what you need to pack up for a three or four day holiday weekend., Here’s what you need to pack up for a three- or four-day holiday weekend.,"The reference is to a holiday weekend lasting three or four days, so three and four require hyphens connecting them, respectively, to an implied and an actual instance of day.",Punctuation -Suspensive Hyphenation
punctuation-quiz-13-punctuation-within-parenthesis.html," We did not want one of our own, a minority no less, to feel offended."," We did not want one of our own — a minority, no less — to feel offended.","“No less” must be set off from “a minority.” A comma will suffice, but then the four words must also be set off from the base sentence with stronger punctuation — a pair of em dashes.",Punctuation -Punctuation Within Parenthesis
punctuation-quiz-13-punctuation-within-parenthesis.html," The data showed that we were not on track to achieve our goal, nowhere near actually."," The data showed that we were not on track to achieve our goal — nowhere near, actually.","Actually does not refer to a place that the progress was in proximity to; it’s a tag to be attached to “nowhere near,” which, representing a break in thought, should be set off by an em dash.",Punctuation -Punctuation Within Parenthesis
punctuation-quiz-13-punctuation-within-parenthesis.html," The most thought-provoking delicacy was, let’s have a drum roll please, Rocky Mountain oysters."," The most thought-provoking delicacy was — let’s have a drum roll, please — Rocky Mountain oysters.","Please is a tag attached to the phrase “let’s have a drum roll,” so it should be set off from the phrase with a comma; the phrase and the attachment should in turn be distinct from the base sentence.",Punctuation -Punctuation Within Parenthesis
punctuation-quiz-13-punctuation-within-parenthesis.html," Not in years, like more than ten years, have I seen someone so committed to owning the stage."," Not in years — like, more than ten years — have I seen someone so committed to owning the stage.","Like, in this usage, is related to “for example” and should be set off from the following phrase, which, with the tag, constitutes an interjection.",Punctuation -Punctuation Within Parenthesis
punctuation-quiz-13-punctuation-within-parenthesis.html, Such pioneers trigger and indeed hope for gentrification — leading to more and more middle-class home buyers being willing to take a chance on the neighborhood.," Such pioneers trigger — and, indeed, hope for — gentrification, leading to more and more middle-class home buyers being willing to take a chance on the neighborhood.","Indeed is an interjection within an interjection and must be framed by commas, and the larger interjection should be set off from the rest of the sentence. The part of the sentence after gentrification, however, is not a sudden break of thought, and therefore an em dash separating the two clauses is not required.",Punctuation -Punctuation Within Parenthesis
punctuation-quiz-14-parenthetical-interjections.html, An heirloom plant may have been grown in the same location for say a hundred years.," An heirloom plant may have been grown in the same location for, say, a hundred years.","Say, interjected into this sentence, must be bracketed by commas.",Punctuation -Parenthetical Interjections
punctuation-quiz-14-parenthetical-interjections.html, It’s within this context then that we must consider the arrival of the military advisers.," It’s within this context, then, that we must consider the arrival of the military advisers.",The transitional word then should be framed by commas.,Punctuation -Parenthetical Interjections
punctuation-quiz-14-parenthetical-interjections.html," Seemingly minor points could hamper the platform’s popularity, and, hence game sales."," Seemingly minor points could hamper the platform’s popularity and, hence, game sales.",Hence is the interjected word in this example; the only punctuation required is that which sets it off.,Punctuation -Parenthetical Interjections
punctuation-quiz-14-parenthetical-interjections.html," Keep solving for “x” and “y” with different numbers, until finally, you try 70."," Keep solving for “x” and “y” with different numbers until, finally, you try 70.","There’s no need for a comma preceding until, but one should follow it to match the comma following the interjection finally.",Punctuation -Parenthetical Interjections
punctuation-quiz-14-parenthetical-interjections.html," That process might even involve such old-fashioned ideas as, gasp!, putting search results in alphabetical or chronological order when requested.", That process might even involve such old-fashioned ideas as — gasp! — putting search results in alphabetical or chronological order when requested.,A dramatic interjection such as gasp! merits stronger signals of interruption.,Punctuation -Parenthetical Interjections
punctuation-quiz-15-parenthetical-words-and-phrases.html," One of the team’s all-time greats, John Smith took over after Robert Jones was injured."," One of the team’s all-time greats, John Smith, took over after Robert Jones was injured.","The original sentence is correct only if Smith was mentioned by name in a previous sentence, in which case only his last name would be used. Otherwise, bracket his name, used appositively in relation to the first clause, with a pair of commas.",Punctuation -Parenthetical Words and Phrases
punctuation-quiz-15-parenthetical-words-and-phrases.html," There were a bunch of policies, local ones mostly, that I found well intentioned but ineffective."," There were a bunch of policies — local ones, mostly — that I found well intentioned but ineffective.Alterna.: There were a bunch of policies — mostly local ones — that I found well intentioned but ineffective.","The tag mostly must be set off from the rest of the interjection by a comma (unless it precedes “local ones”). So that the parenthetical stands out more distinctly, it should be set off from the rest of the sentence by an em dash to distinguish the break in thought from the separation of the adverbial tag.",Punctuation -Parenthetical Words and Phrases
punctuation-quiz-15-parenthetical-words-and-phrases.html," The dust covers allowed the grease to leak out, and worse, allowed dirt and water to get in."," The dust covers allowed the grease to leak out and, worse, allowed dirt and water to get in.","Worse is the parenthetical, so it alone should be set off by commas.",Punctuation -Parenthetical Words and Phrases
punctuation-quiz-15-parenthetical-words-and-phrases.html," He was extremely interested in the job when Thomas was hired, and by many accounts, was the second choice."," He was extremely interested in the job when Thomas was hired and, by many accounts, was the second choice.",“By many accounts” is parenthetical and is the only element of the sentence to require internal punctuation.,Punctuation -Parenthetical Words and Phrases
punctuation-quiz-15-parenthetical-words-and-phrases.html," Older students model good behavior, and through continual peer mentoring, develop their teaching skills and solidify their own knowledge."," Older students model good behavior and, through continual peer mentoring, develop their teaching skills and solidify their own knowledge.","As with the two previous examples, no comma is required before the and separating the two clauses. (A comma is necessary only if a noun or pronoun follows the conjunction; the comma then distinguishes one independent clause from another.)",Punctuation -Parenthetical Words and Phrases
punctuation-quiz-16-phrasal-adjectives.html, This garment is made of high quality material., This garment is made of high-quality material.,"High and quality combine to describe the material, so they should be hyphenated.",Punctuation -Phrasal Adjectives
punctuation-quiz-16-phrasal-adjectives.html, The family owned the first self service laundry in the state., The family owned the first self-service laundry in the state.,"Phrasal adjectives in which the first word is self are nearly always hyphenated, as are compound nouns beginning with self, such as self-reflection.",Punctuation -Phrasal Adjectives
punctuation-quiz-16-phrasal-adjectives.html, She was delighted to see that the patent leather shoes were still on sale., She was delighted to see that the patent leather shoes were still on sale.,"Some set phrases, such as “patent leather,” are unambiguous because of familiarity and need not be hyphenated; these open compounds are listed in dictionaries.",Punctuation -Phrasal Adjectives
punctuation-quiz-16-phrasal-adjectives.html, He didn’t want to be a type-cast actor., He didn’t want to be a typecast actor.,Typecast is one of many compound adjectives that are closed; such permanent compounds appear in dictionaries as such.,Punctuation -Phrasal Adjectives
punctuation-quiz-16-phrasal-adjectives.html, Jones was a one of a kind performer., Jones was a one-of-a-kind performer.,The words in the phrase “one of a kind” should be linked with hyphens to indicate that they combine to describe the kind of performer Jones was.,Punctuation -Phrasal Adjectives
punctuation-quiz-17-attribution.html, Her reply was as follows “We have no comment in response to the allegations.”, Her reply was as follows: “We have no comment in response to the allegations.”,"When the attribution is a complete phrase that sets up the following quotation, use a colon.",Punctuation -Attribution
punctuation-quiz-17-attribution.html, She said that the management “has no comment in response to the allegations.”, She said that the management “has no comment in response to the allegations.”,"When an attribution is followed by a paraphrase that is grammatically integrated with a partial quotation so that the paraphrase and the partial quotation form a complete sentence, no punctuation should appear between the paraphrase and the partial quotation. This sentence is correct.",Punctuation -Attribution
punctuation-quiz-17-attribution.html, She said “We have no comment in response to the allegations.”," She said, “We have no comment in response to the allegations.”",Follow a simple attribution preceding a quotation with a comma.,Punctuation -Attribution
punctuation-quiz-17-attribution.html, “We have no comment in response to the allegations” she said.," “We have no comment in response to the allegations,” she said.","Follow a quotation preceding an attribution with a comma (unless the sentence is interrogative or imperative, in which case a question mark or an exclamation point should replace the comma).",Punctuation -Attribution
punctuation-quiz-17-attribution.html, In response to the allegations she said that the management has no comment.," In response to the allegations, she said that the management has no comment.","When a quotation is paraphrased and an attribution separates two parts of the paraphrase, precede the attribution with a comma.",Punctuation -Attribution
punctuation-quiz-2-suspensive-hyphenation.html, Read these tips for space and time-efficient gardening., Read these tips for space- and time-efficient gardening.,"The tips pertain to gardening that is efficient in both space and time, so space should be hyphenated to indicate that the instance of efficient that would normally follow it has been elided.",Punctuation -Suspensive Hyphenation
punctuation-quiz-2-suspensive-hyphenation.html, The issue touches on the tension between middle- and upper-class values., The issue touches on the tension between middle- and upper-class values.,Elision of the first use of class is correct.,Punctuation -Suspensive Hyphenation
punctuation-quiz-2-suspensive-hyphenation.html, You’re either over- or underwhelmed., You’re either overwhelmed or underwhelmed.,"When two words have the same root, spell both words out. (Some guides allow such constructions, such as shown in “He’s scheduled both pre- and postgame briefings,” but it’s best to spell out both words in such a phrase.)",Punctuation -Suspensive Hyphenation
punctuation-quiz-2-suspensive-hyphenation.html, This ferry is for Norway-and-Sweden-bound passengers., This ferry is for Norway- and Sweden-bound passengers.,"Even if the statement refers to people bound for both Norway and Sweden, rather than one or the other, those passengers cannot visit both countries simultaneously, so they, along with those bound for one country or the other, are referenced in this revision. (“This ferry is for Norway- or Sweden-bound passengers” implies that the destination could be either Norway or Sweden, a statement that would mean the precise destination is unknown.)",Punctuation -Suspensive Hyphenation
punctuation-quiz-2-suspensive-hyphenation.html, The marketing campaign targets the 18-to-34-year-old demographic., The marketing campaign targets the 18- to 34-year-old demographic.,"The basic rule applies for number ranges. (However, the sentence could be revised to “The marketing campaign targets 18- to 34-year-olds” or “The marketing campaign targets people ages 18–34.”)",Punctuation -Suspensive Hyphenation
punctuation-quiz-3-question-marks.html, Am I to blame? he asked himself., Am I to blame? he asked himself.,A question mark may appear in the midst of a sentence if a direct question is part of that sentence. This sentence is correct.,Punctuation -Question Marks
punctuation-quiz-3-question-marks.html," “Were you in the war?,” I asked.", “Were you in the war?” I asked.,"When a question mark appears at the end of a quotation or a line of dialogue, it supplants the comma that would normally be located there. (An exception is made for the previous rule when what is quoted is a title of a work, as in “His short story ‘Who Will Watch the Watchers?,’ his first published piece, appeared in an anthology.”)",Punctuation -Question Marks
punctuation-quiz-3-question-marks.html, I wondered whether she would ever speak to me again?, I wondered whether she would ever speak to me again.,"No question mark is used in an indirect quotation. (The same rule applies when a question within a sentence consists of a single word that often begins a stated question, such as in “I knew it would happen, but I asked myself when.”)",Punctuation -Question Marks
punctuation-quiz-3-question-marks.html, Would you please hand me that report?, Would you please hand me that report.,A request that could be truncated into an imperative does not require a question mark.,Punctuation -Question Marks
punctuation-quiz-3-question-marks.html," Why, when she’s already upset, would you say, “I told you so?”"," Why, when she’s already upset, would you say, “I told you so”?","A question mark appears after a close quotation mark, not before it, if it applies to the framing sentence rather than the quoted material.",Punctuation -Question Marks
punctuation-quiz-4-phrasal-adjectives.html, He’s a sharp dressed young man., He’s a sharp-dressed young man.,"Together, sharp and dressed describe the young man, so they should be hyphenated.",Punctuation -Phrasal Adjectives
punctuation-quiz-4-phrasal-adjectives.html," As usual, the event was well-attended."," As usual, the event was well attended.",Most phrasal adjectives are hyphenated before the noun they modify but open when they follow the noun.,Punctuation -Phrasal Adjectives
punctuation-quiz-4-phrasal-adjectives.html, I sympathize with his long-suffering wife., I sympathize with his long-suffering wife.,"This example is correct; without the hyphen, it refers to a suffering wife who is long.",Punctuation -Phrasal Adjectives
punctuation-quiz-4-phrasal-adjectives.html, She was touched by the open-hearted gesture., She was touched by the openhearted gesture.,"Some phrasal adjectives have, because of familiarity, become closed compounds; hardworking is one of them. (However, in this case, note that the similar phrasal adjective in “open-heart surgery” is hyphenated.)",Punctuation -Phrasal Adjectives
punctuation-quiz-4-phrasal-adjectives.html, The injury turned out to have been self inflicted., The injury turned out to have been self-inflicted.,"Phrasal adjectives beginning with self are exceptions to the open-after-a-noun rule; they should always be hyphenated, even after the noun.",Punctuation -Phrasal Adjectives
punctuation-quiz-5-colons.html," The three types of rock are: igneous, sedimentary, and metamorphic."," The three types of rock are igneous, sedimentary, and metamorphic.",A colon is redundant to a verb and should never follow one.,Punctuation -Colons
punctuation-quiz-5-colons.html, That’s the key: What to do about rust., That’s the key: what to do about rust.,"Do not capitalize the first word of a phrase or an incomplete sentence that follows a colon unless it is a proper noun. (Some style guides recommend capitalizing the first word following a colon only when the explanatory content consists of two or more sentences. However, others consider that suggestion too restrictive and advise capitalizing one or more complete explanatory sentences; I endorse this style.)",Punctuation -Colons
punctuation-quiz-5-colons.html," Try the following steps: Rinse, lather, and repeat."," Try the following steps: Rinse, lather, and repeat.",The imperative statement following the colon is a complete thought; this sentence is correct.,Punctuation -Colons
punctuation-quiz-5-colons.html, Smith said: “That’s the way I look at it.”," Smith said, “That’s the way I look at it.”","An attribution should be followed by a comma, not a colon. (Exception: Use a colon if the attribution is a complete thought, as in “Smith summed up his viewpoint tersely: “That’s the way I look at it.”)",Punctuation -Colons
punctuation-quiz-5-colons.html, For example: Compare the two images below.," For example, compare the two images below.","Always use a comma, not a colon, after an introductory phrase.",Punctuation -Colons
punctuation-quiz-6-partial-quotations.html," His comment left me wondering whether I’d be “invited to resign”, as he had put it."," His comment left me wondering whether I’d be “invited to resign,” as he had put it.",A comma never follows a quotation mark.,Punctuation -Partial Quotations
punctuation-quiz-6-partial-quotations.html," Although Smith agreed with the assessment, he added, “We resent the tone.”"," Although Smith agreed with the assessment, he added, “We resent the tone.”","A subordinate clause has been attached to this attribution and quotation, but the statement remains a complete thought. This is not a partial quotation, so the sentence is correct.",Punctuation -Partial Quotations
punctuation-quiz-6-partial-quotations.html," It’s difficult to say it will work, Jones agreed, “But I haven’t heard any better ideas.”"," It’s difficult to say it will work, Jones agreed, “but I haven’t heard any better ideas.”","In this case, in contrast to the previous example, the quoted material, though it might have been uttered as a complete thought, has been attached to a paraphrase, rendering it a partial quotation.",Punctuation -Partial Quotations
punctuation-quiz-6-partial-quotations.html, Jane said that she would prefer to do some “light reading.”, Jane said that she would prefer to do some light reading.,"Jane may have used the words “light reading” in her comment, but it’s not necessary, when paraphrasing, to retain quotation marks around a fragment of the comment actually uttered or written unless the wording is notable.",Punctuation -Partial Quotations
punctuation-quiz-6-partial-quotations.html," “Never have I seen a better display,” was his welcome comment.", “Never have I seen a better display” was his welcome comment.,"There’s no reason to insert a comma between the quote and this style of attribution, because the quote constitutes the subject, followed by the verb and the rest of the predicate.",Punctuation -Partial Quotations
punctuation-quiz-7-phrasal-adjectives.html, It was in my post office box., It was in my post office box.,“Post office” is one of many permanent compounds — noun phrases so well established that confusion is considered unlikely and that are therefore not hyphenated when they combine to modify a following noun. (Permanent compounds are listed in dictionaries.) This sentence is correct.,Punctuation -Phrasal Adjectives
punctuation-quiz-7-phrasal-adjectives.html, The project finances construction of energy efficient homes., The project finances construction of energy-efficient homes.,"This sentence refers to homes that are energy efficient, not efficient homes that are energy.",Punctuation -Phrasal Adjectives
punctuation-quiz-7-phrasal-adjectives.html, The figures above reflect cost of living adjustments., The figures above reflect cost-of-living adjustments.,"Here, the sentence does not pertain to living adjustments and their cost; the phrase “cost of living” modifies adjustments.",Punctuation -Phrasal Adjectives
punctuation-quiz-7-phrasal-adjectives.html, She is still developing her expository writing skills., She is still developing her expository-writing skills.,"Skills in expository writing, rather than writing skills that are expository, are the topic of this sentence.",Punctuation -Phrasal Adjectives
punctuation-quiz-7-phrasal-adjectives.html, Images must have high quality resolution., Images must have high-quality resolution.,"This sentence concerns resolution of high quality, not quality resolution that is high.",Punctuation -Phrasal Adjectives
punctuation-quiz-8-strong-comma-semicolons.html, We just need to meet this recall movement head on; turn a bad thing into a good thing; and move toward reforming the city for everybody.," We just need to meet this recall movement head on, turn a bad thing into a good thing, and move toward reforming the city for everybody.","Semicolons are not appropriate for separating simple list items, even if they’re long phrases.",Punctuation -Strong-Comma Semicolons
punctuation-quiz-8-strong-comma-semicolons.html," The possible color combinations are green, blue, and red; green, blue, and yellow; green, red, and yellow; blue, red, and yellow."," The possible color combinations are green, blue, and red; green, blue, and yellow; green, red, and yellow; and blue, red, and yellow.","When the final semicolon in a complex series of items replaces a serial comma, it should be followed by a conjunction, just as a serial comma should.",Punctuation -Strong-Comma Semicolons
punctuation-quiz-8-strong-comma-semicolons.html," The band was playing when gusting winds blew the helicopter carrying him; his girlfriend, Jane Smith; and his pilot, John Doe, into an electrical tower."," The band was playing when gusting winds blew the helicopter carrying him, as well as his girlfriend, Jane Smith, and his pilot, John Doe, into an electrical tower.","A phrase that applies to items separated by semicolons should not end the sentence, as it will appear to apply only to the final item; instead, recast the sentence.",Punctuation -Strong-Comma Semicolons
punctuation-quiz-8-strong-comma-semicolons.html," The three cities I’ve live in are Boston, Baltimore, and Albany, New York."," The three cities I’ve live in are Boston, Baltimore, and Albany, New York.","A semicolon is not necessary when only one list item includes a comma and that item is located at or can be moved to the end of the sentence. This sentence is correct. (However, note this version: “The three cities I’ve live in, in chronological order, are Albany, New York; Boston; and Baltimore.” The state in which a major city is located usually does not need to be identified, and the state name is generally not included for consistent treatment.)",Punctuation -Strong-Comma Semicolons
punctuation-quiz-8-strong-comma-semicolons.html," For my imaginary dinner guests, I chose John Doe, a nineteenth-century philosopher, Jane Roe, one of the first female mathematicians, and James Smith, an early paleontologist."," For my imaginary dinner guests, I chose John Doe, a nineteenth-century philosopher; Jane Roe, one of the first female mathematicians; and James Smith, an early paleontologist.","Although this sentence organizes names and descriptions in a straightforward manner, it’s best to observe the basic rule and use a semicolon after the first two descriptions. (However, constructions such as the following are clear without using semicolons to separate the choices: “If you think it’s true, write T, if you think it’s false, write F, and if you’re not sure, write X.”)",Punctuation -Strong-Comma Semicolons
punctuation-quiz-9-ellipsis.html, But I thought…, But I thought . . .,"Although word-processing programs enable writers to form a single-character ellipsis by typing three periods in a row, proper style for an ellipsis is as described above. If the intent is to indicate faltering speech, use three dots without terminal punctuation, but if the sentence is deliberately left incomplete (for example, in the statement “The speech begins, ‘Friends, Romans, countrymen . . . .’”), add terminal punctuation, as shown in the example in parentheses here.",Punctuation -Ellipsis
punctuation-quiz-9-ellipsis.html, The directions . . . are unnecessarily complicated., The directions . . . are unnecessarily complicated.,"If an ellipsis is used to show omission of one or more words in the middle of a sentence, use three dots. This sentence is correct.",Punctuation -Ellipsis
punctuation-quiz-9-ellipsis.html, I applied . . . but was not hired . . . for a job with the company., I applied — but was not hired — for a job with the company.,"Em dashes, not ellipses, should be used to indicate a sudden break in thought.",Punctuation -Ellipsis
punctuation-quiz-9-ellipsis.html," Don’t touch that button marked Self-Destruct, or…."," Don’t touch that button marked Self-Destruct, or —","Interruption of a remark should be signaled by an em dash, not an ellipsis.",Punctuation -Ellipsis
punctuation-quiz-9-ellipsis.html, Consider the rhythm in the phrase “. . . our fathers brought forth a new nation. . .”, Consider the rhythm in the phrase “our fathers brought forth a new nation.”,Don’t use ellipses before or after an incomplete quotation to indicate deliberately elided text.,Punctuation -Ellipsis
punctuation-with-attribution.html," In the future, Smith says she looks forward to having her team work more with data analytics."," “In the future, Smith says, she looks forward to having her team work more with data analytics.”","Without a comma after says to correspond to the one following , this sentence appears to awkwardly state that it is known in the present that in the future Smith will say that she looks forward to having her team work with more data analytics. But “Smith says” is an attribution, so the phrase should be bracketed by a pair of commas",
punctuation-with-attribution.html," As rooftop solar panels become more common, company executives say they need new products that will distinguish the business from its many competitors."," “As rooftop solar panels become more common, company executives say, they need new products that will distinguish the business from its many competitors.”","The error in this sentence is not as obvious as the one in the previous example. However, the implication here is that the company executives are making a statement at the same time as rooftop solar panels become more common. This may be technically accurate, but it’s not the point of the sentence. “Company executives say” interrupts the sentence to identify the source of the statement",
punctuation-with-attribution.html, There are about 365.25 days in a year according to NASA.," “There are about 365.25 days in a year, according to NASA.”","Because of the lack of internal punctuation in this sentence, it appears to quantify the number of days in a specific typed of year—one that is according to NASA. An attribution, regardless of whether it precedes, interrupts, or follows a statement, should be set off from that statement. If the attribution appears at the head or tail of the sentence, however, only one comma is necessary to set it off from the main clause",
punctuation-with-parenthetical-phrasing.html, That’s why they choose to live in San Francisco proper instead of say a suburb like Daly City.," “That’s why they choose to live in San Francisco proper instead of, say, a suburb like Daly City.”","In this sentence,  is being used as a synonym for the parenthetical phrase “for example,” and like that phrase, it must be set off from the sentence",
punctuation-with-parenthetical-phrasing.html," As these companies continue to evolve, a focus on organizational structure and governance framework as well as monitoring, testing, and reporting, become increasingly important."," a subordinate clause, a main clause, and a parenthetical clause within the main clause. However, the parenthetical clause is not correctly set off from the main clause—a comma must precede “as well as” (the beginning of the parenthetical phrase) to counterbalance the one that follows  (the end of the parenthetical phrase): “As these companies continue to evolve, a focus on organizational structure and governance framework, as well as monitoring, testing, and reporting, become increasingly important.”",This sentence consists of three components,
punctuation-with-parenthetical-phrasing.html," It’s imperative for them to have a longer-term approach to the market, and based on that, make permanent changes to their operations."," “It’s imperative for them to have a longer-term approach to the market and, based on that, make permanent changes to their operations.”","The superfluous first comma in this sentence exists on the mistaken presumption that it must be placed there to separate two independent clauses. However, this sentence consists of a single main clause with the parenthetical phrase “based on that,” which should be preceded and followed by a pair of commas, so the first comma must follow, not precede, ",
quotations-with-colons.html, The graffiti included the words: “Black lives matter.”," “The graffiti included the words ‘Black lives matter.’” (There is an unlikely exception: The words have been previously alluded to, and now they are being explicitly stated. In that case, the colon is appropriate.)",This simple declarative statement requires no punctuation between the descriptive opening phrase and the quotation,
quotations-with-colons.html," Smith planned to head to the region immediately and promised people in the area: “No individual, no family, no community will be left behind.”"," “Smith planned to head to the region later Wednesday and promised people in the area, ‘No individual, no family, no community will be left behind.’” (If the attribution constitutes a complete thought, a colon is correct, as in this revision: “Smith planned to head to the region later Wednesday, and his promise to the people in the area was emphatic: ‘No individual, no family, no community will be left behind.’”)","In journalism, a colon is often used to signal that a quotation is about to follow an attribution, but a comma is much more appropriate, because whereas colons generally punctuate with the halting force of a period, a comma is more smoothly transitional",
quotations-with-colons.html, The question is: “How did the outcome of World War I contribute to the advent of World War II?”," “The question is, ‘How did the outcome of World War I contribute to the advent of World War II?’” (If the question is merely posed in a narrative, rather than a reproduction of a written question, the quotation marks—and the capitalization of the first word—aren’t necessary: “The question is, how did the outcome of World War I contribute to the advent of World War II?”","This sentence presumably refers to a written question on an examination of some kind, as in a high school history test, but whether it is a quotation or simply part of a narrative, a colon is obstructive (as explained in the previous item), and, just as a comma generally follows an attribution (such as “she said”) that introduces a quotation—again, see above—a comma is appropriate to separate the setup phrase here and the quotation",
quotations.html," Without federal instructions, he added, “People are just going to keep putting stuff out on the road with no guidance on how do we do this the right way.”"," “Without federal instructions, he added, ‘people are just going to keep putting stuff out on the road with no guidance on how do we do this the right way.’” (As originally written, the implication is that the person added the comment despite having no federal instructions.)","The quotation marks accurately denote the speaker’s exact statement, but the writer has inserted a modifying phrase to provide additional context, paraphrasing the speaker’s intent. Because the combination of this phrase and the original statement constitute a grammatically complete sentence, the first word of the original quotation should be lowercased to indicate that it has been incorporated into a more comprehensive statement",
